state,employees,income
Texas,8,13120.05428651069
Texas,12,660.0819818926869
Texas,13,16020.557133136706
Texas,8,8243.760644489676
Texas,10,207261.40987297945
Texas,13,35209.9561423582
Texas,9,1920.8043526953927
Texas,7,11292.613451239897
Texas,12,140544.82880473905
Texas,12,35176.6766396184
Texas,11,247.56153545167908
Texas,11,3920.6231481027557
Texas,9,5087.301879667779
Texas,10,20851.055535593776
Texas,9,2789.3915359888215
Texas,13,87620.54692480717
Texas,15,44698.72513832063
Texas,8,437267.51962707285
Texas,14,1646.8524543373221
Texas,10,3675.2009572406046
Texas,13,117609.66290582251
Texas,13,5680.965008183886
Texas,10,29885.207067633288
Texas,11,2071.671255765363
Texas,15,588.2942194856503
Texas,2,2589.0652729897483
Texas,9,53219.394152148554
Texas,9,2272.148432331248
Texas,8,1402.7260241592053
Texas,8,288122.50424629427
Texas,12,31635.611126781227
Texas,8,31875.757538345733
Texas,10,12124.700046935122
Texas,10,14257.204659957504
Texas,6,34421.73105067163
Texas,7,119656.60498120173
Texas,8,361778.10346562846
Texas,7,128494.94396164072
Texas,8,8209.176320049808
Texas,13,13428.234748502664
Texas,17,93329.83363313878
Texas,8,37602.07302289402
Texas,6,19322.437866587145
Texas,16,328826.6323853455
Texas,10,34028.682007832664
Texas,13,19803.8016576145
Texas,8,12852.754882955778
Texas,9,7813.799518689604
Texas,8,248966.40837205877
Texas,9,13982.605073667068
Texas,15,144588.8996760685
Texas,14,17927.012088588162
Texas,12,33308.05891063549
Texas,9,1452.4169780034742
Texas,7,5178757.371442362
Texas,11,546.900407632512
Texas,7,131616.64976531052
Texas,7,17308.07112355223
Texas,8,127294.53481774086
Texas,11,53320.313082900146
Texas,11,5088.940624436041
Texas,9,792200.7596130808
Texas,7,150310.93950286243
Texas,6,176346.27153992996
Texas,12,1618138.8922351892
Texas,10,27637.41730127281
Texas,17,847374.4779006095
Texas,10,25516.648644594003
Texas,6,55361.847653340585
Texas,7,17461.769500794668
Texas,12,31145.905374040638
Texas,11,36989.748873596844
Texas,10,6260.368560817168
Texas,10,20718.201825054693
Texas,4,34515.971431884325
Texas,9,487.28496629982953
Texas,12,84207.6357481261
Texas,11,50203.09628123521
Texas,9,41975.85721024755
Texas,11,41529.3355125476
Texas,9,39427.14698093417
Texas,9,3519.6167158932017
Texas,7,9684.953944677996
Texas,8,1289.5560171883606
Texas,9,26793.4409895307
Texas,12,7327.579486590546
Texas,10,25610.647489913947
Texas,7,470756.67705953424
Texas,12,22286.932714826784
Texas,9,14230.116731594522
Texas,11,12787.492189663719
Texas,11,27038.466655467477
Texas,7,52496.54675103845
Texas,4,31620.895144861483
Texas,10,68475.63733952984
Texas,11,2664.054293339058
Texas,9,809320.0123289488
Texas,12,21699.228911614948
Texas,12,66989.39316581626
Texas,13,8452.583428130172
Texas,8,534849.786466932
Texas,8,145586.28938918165
Texas,8,29408.582910599944
Texas,6,5917.280132756886
Texas,15,28531.41594770211
Texas,8,306438.98165234615
Texas,9,28502.78439306194
Texas,8,7602.757524337056
Texas,12,39279.167191516484
Texas,12,797.4484878857527
Texas,12,132488.65169940997
Texas,9,554.4487614368048
Texas,7,24443.667035871367
Texas,9,29763.648802765536
Texas,15,7164.304285713201
Texas,10,252911.08858566885
Texas,11,87189.98893144605
Texas,16,8751.971435314981
Texas,13,103640.44561336876
Texas,14,44702.56521886663
Texas,9,15863.179003559955
Texas,13,5481.90111543882
Texas,10,49452.48606659601
Texas,10,29453.60579017139
Texas,12,11209.776406041965
Texas,15,7650.272747982959
Texas,9,6458.045621943794
Texas,10,34610.35287579917
Texas,13,4965.323797951655
Texas,16,29082.721144763753
Texas,10,210401.7939520223
Texas,3,26493.86015068194
Texas,13,6674.190970327232
Texas,13,93459.26410510828
Texas,10,1608.7941969993415
Texas,10,126564.58319132864
Texas,9,7953408.627510076
Texas,10,17831.24229067823
Texas,10,8840.27661808621
Texas,14,4802.358944354815
Texas,11,1472.6773609215975
Texas,9,265495.83931704453
Texas,5,4623.064406203879
Texas,6,3170.4210259078673
Texas,3,28968.427297195154
Texas,10,1542635.5112967598
Texas,8,7856.266283411096
Texas,16,67023.53850424587
Texas,11,221554.38994462686
Texas,8,44007.30394298447
Texas,13,55789.329050319015
Texas,10,37825.67520363212
Texas,7,10277.089480723198
Texas,7,913111.7711185673
Texas,12,27430.030487969365
Texas,9,6718.068745932553
Texas,4,110098.6429159326
Texas,12,5333.192584663537
Texas,10,2303.6269502167465
Texas,9,27396.376199384882
Texas,6,45090.70654201769
Texas,15,1287.1793428646956
Texas,10,202853.0572907405
Texas,10,22539.64016982688
Texas,12,62010.519968838766
Texas,9,346211.1242863099
Texas,9,18454.333055264426
Texas,9,5969.49069204063
Texas,8,2478756.771001295
Texas,10,6261.70714347319
Texas,11,118750.10448134503
Texas,17,61074.05499947549
Texas,3,23450.87422826614
Texas,8,42565.71129677177
Texas,11,647.1208771956024
Texas,7,114200.00990981635
Texas,11,606134.1635662498
Texas,6,2567.041528099451
Texas,10,141000.76179590478
Texas,15,579615.7133316855
Texas,11,55747.33280283752
Texas,12,2294.7682863987006
Texas,10,17242.69499012212
Texas,10,74327.76470191257
Texas,4,472385.33986074355
Texas,14,1920.448945343308
Texas,8,784.0956604601387
Texas,8,1430.8448914995035
Texas,10,1782.460893297891
Texas,5,331392.40812139475
Texas,11,3886.7539297795593
Texas,16,406305.5831067126
Texas,11,14429.686992742942
Texas,12,2102.1070467014015
Texas,8,216754.75378562065
Texas,12,23616.5669863149
Texas,13,381027.4040272743
Texas,10,79429.20130139143
Texas,7,16083.741402364092
Texas,11,295172.8414463137
Texas,7,23700.284012433505
Texas,5,82444.30272345564
Texas,12,9595.820958617509
Texas,9,26087.1475052832
Texas,6,644.4685435496962
Texas,12,28027.180310815307
Texas,10,1858900.2413160275
Texas,9,375122.75446700887
Texas,13,38196.6935018448
Texas,9,80396.26172955423
Texas,6,5431.976684129746
Texas,10,5141.393762684852
Texas,10,85052.50266881079
Texas,8,30413.476707917267
Texas,15,5170.34887901685
Texas,9,11004.632084283008
Texas,11,6398.452875127999
Texas,10,8378.19624133824
Texas,11,2495.0287352387645
Texas,9,214144.40450010388
Texas,9,29502.485296251678
Texas,8,1262.1795432602985
Texas,12,18866.223180337198
Texas,10,253174.00655162695
Texas,8,5464.34218178729
Texas,8,4417.43818765612
Texas,14,1430.5491683833527
Texas,10,22639.32664594946
Texas,12,2849.5310102424028
Texas,14,4348.314890558089
Texas,5,227837.6028159064
Texas,8,11377.087793142797
Texas,10,24068.642075485102
Texas,7,56327.05650840066
Texas,6,113335.83031446603
Texas,10,392066.1313822107
Texas,12,1491.713053231352
Texas,4,724.0376024478933
Texas,8,10923.709565558198
Texas,7,159701.18741044565
Texas,11,3800.0038423860556
Texas,3,37716.27834553677
Texas,10,17730.30140632823
Texas,8,4336.739962891618
Texas,13,55058.07323004607
Texas,7,17177.146221472663
Texas,15,1877.5091085250604
Texas,12,127791.24193857226
Texas,9,4495.3547635143
Texas,9,52348.90004988663
Texas,6,40034.24791142008
Texas,12,109265.94299602754
Texas,13,3956.7277710959806
Texas,11,526.4490698454408
Texas,7,9162.943806290716
Texas,8,14251.163194818188
Texas,11,4951.203120619884
Texas,11,2249.8477442057188
Texas,11,26264.89223067003
Texas,13,17150.78331712478
Texas,13,157322.50062246647
Texas,3,8975.17930254603
Texas,12,7367.394077530495
Texas,5,107796.39385060937
Texas,12,68963.7600350694
Texas,13,19838.185742323243
Texas,7,627952.252448979
Texas,13,67889.2537519437
Texas,7,494243.3862444986
Texas,8,3755.5913870660925
Texas,13,42007.057593632875
Texas,11,26956.89031680455
Texas,7,5389.98908685044
Texas,9,28507.713915433153
Texas,13,56158.932605683476
Texas,16,51065.41685291713
Texas,9,13099.590534049534
Texas,11,93707.44987082185
Texas,11,17069.352579233597
Texas,17,79828.33539453457
Texas,7,25816.43189259566
Texas,8,547617.7137333638
Texas,7,7201.701544707012
Texas,8,123711.37380717181
Texas,17,15122.170856697694
Texas,8,73948.0147968664
Texas,12,5332.3254687410845
Texas,13,212953.91428997635
Texas,6,6017.524833651729
Texas,6,1174.015007944713
Texas,9,1066579.1338971453
Texas,12,3263595.477955276
Texas,12,5835.6568285598605
Texas,18,118.43157818122862
Texas,12,59900.256035123806
Texas,9,225329.70455110542
Texas,8,11097.618031487726
Texas,10,9871.768176098036
Texas,13,832480.3005875385
Texas,5,2551.2777838846664
Texas,7,7313.711406696951
Texas,9,38151.16218255418
Texas,13,10534.01869805204
Texas,11,5125234.722263133
Texas,9,68252.6073202902
Texas,6,8244.57526882337
Texas,20,10595.790781197114
Texas,6,2944.9603910661035
Texas,18,546.6429179634538
Texas,15,50900.974153541465
Texas,7,1219318.2877244123
Texas,10,479753.53934129747
Texas,8,19182.566387116414
Texas,14,18968.23760367188
Texas,5,6005.362405220503
Texas,6,31670.790032535297
Texas,12,3701.5697690709167
Texas,10,18825.94937359624
Texas,9,257419.3979430401
Texas,7,12835.46371278176
Texas,3,2225.0238548034604
Texas,10,136264.24751072924
Texas,8,873582.4715777852
Texas,4,3144.349912408958
Texas,8,16049.290103438883
Texas,10,13741.91327295068
Texas,8,27231.906286401336
Texas,11,9216.082951295357
Texas,11,209123.32870177846
Texas,7,39069.102872632255
Texas,17,101499.77106251135
Texas,4,74578.53972974564
Texas,10,1385.6427873985306
Texas,9,369812.6966721174
Texas,13,6088.949100100068
Texas,10,21891.42985932675
Texas,9,49942.43297418932
Texas,9,8338.518408491345
Texas,6,919.6475314223579
Texas,12,24672.75225311929
Texas,5,338.1459262984214
Texas,15,12963.828310940673
Texas,8,5578.749004412597
Texas,10,1491.9232574965156
Texas,7,492.2367541749286
Texas,14,17354.50800896991
Texas,9,3141.891140442657
Texas,16,6301.89167698476
Texas,9,47975.58265942618
Texas,8,18888.9192084606
Texas,5,5719.908467608222
Texas,12,73546.24263432791
Texas,10,68040.18648593612
Texas,10,108978.60078260346
Texas,13,947.0974604677589
Texas,6,7086.898587100464
Texas,10,25042.15480629437
Texas,10,2228.3044261852147
Texas,4,6710.680703008753
Texas,13,1306963.6810650527
Texas,11,19476.534990877928
Texas,15,81793.94626196116
Texas,5,2953.938440114156
Texas,8,47783.161009009506
Texas,10,373.30660450190624
Texas,11,114601.68596107211
Texas,10,1758.3096305115948
Texas,12,263865.1917799835
Texas,10,3585.2197660969314
Texas,16,98311.58721981512
Texas,10,1452.7912327846539
Texas,12,271.68119504303456
Texas,15,32441.823600203446
Texas,16,2101.438659888241
Texas,6,41802.10524922494
Texas,7,8759.272217228585
Texas,15,11045.50959994937
Texas,8,262595.9987839977
Texas,13,81101.7338677885
Texas,13,4933.08813610622
Texas,8,5369.013089497033
Texas,8,365533.2470776851
Texas,6,71746.29565196222
Texas,7,33674.95351466873
Texas,11,8962.977978972538
Texas,9,325128.52939255536
Texas,16,497326.9267354265
Texas,17,41521.27129540647
Texas,8,822.440013257152
Texas,7,101842.61080738176
Texas,11,5434.766886823106
Texas,10,152011.1014506476
Texas,9,392.56042470834774
Texas,12,977424.6217732365
Texas,9,63.38819385297377
Texas,11,1189.496419460311
Texas,9,27299.417488829327
Texas,14,26807.08918495324
Texas,10,2888.9582498538625
Texas,10,1827.335583745246
Texas,7,1450.9633325721263
Texas,17,19829.06386096165
Texas,13,242522.44875018322
Texas,12,38338.23308626221
Texas,14,116479.57832259522
Texas,13,14411.239690078008
Texas,11,1867.2930520946638
Texas,13,18182.7710624107
Texas,12,8530.409548815995
Texas,9,588.5513481144062
Texas,9,68625.61576060869
Texas,13,441119.0448245757
Texas,13,59446.676300869556
Texas,9,383169.19513572677
Texas,9,2284.565400341184
Texas,10,4767.510400341282
Texas,11,194804.4623962539
Texas,6,323234.66872439283
Texas,7,1821.6350156926462
Texas,11,611405.3690564457
Texas,5,134795.40350772522
Texas,10,5343.2409091198815
Texas,7,527.7357495707488
Texas,10,19097.509458150387
Texas,8,10167.826796497702
Texas,11,156585.82391150133
Texas,12,39373.090676495005
Texas,6,24281.2911066699
Texas,13,17521.303752520875
Texas,11,1321033.3822300145
Texas,6,1437.2515791038422
Texas,10,25721.659238106527
Texas,11,895.6158137402057
Texas,9,5470.225601441688
Texas,10,143058.528419496
Texas,5,544591.1431587847
Texas,4,8800.390502052796
Texas,9,152418.74228223928
Texas,11,1603.2479062909413
Texas,16,133892.59065231323
Texas,8,18620.180280331708
Texas,11,1487605.8256462258
Texas,10,38593.41631649391
Texas,8,3533.1653709313155
Texas,9,4708.194902169158
Texas,11,70068.11445038057
Texas,12,16596.29219698008
Texas,9,119333.20088409809
Texas,15,1005.9052686126468
Texas,7,2170.6246228593477
Texas,12,191513.80007438254
Texas,13,19362.022357494297
Texas,13,4967.110809356699
Texas,12,1118243.4999057048
Texas,8,9331.866689786793
Texas,11,2313.5596513181445
Texas,5,629737.9790407618
Texas,9,8455.515568246512
Texas,8,2027.528738256193
Texas,9,150191.61907688787
Texas,14,11817.62258691129
Texas,8,2705.982959751867
Texas,11,63037.831234001744
Texas,6,8881.12191712213
Texas,8,8779.69613365434
Texas,12,157205.43289406865
Texas,8,1983.9144728287056
Texas,7,22117.927188549707
Texas,14,9031.158487463666
Texas,7,5857.736349252501
Texas,11,52380.85068173553
Texas,17,8079.122312512149
Texas,12,159500.0205111554
Texas,7,2409.8060771058763
Texas,2,13385.650764924238
Texas,12,21343.402062944006
Texas,14,70920.32074758862
Texas,10,74534.73563938223
Texas,9,2075.577856444089
Texas,6,4097.612462121727
Texas,9,282050.19628891675
Texas,12,15350.662714629138
Texas,10,15748.719087885358
Texas,13,13535.101085931963
Texas,13,186711.41117732952
Texas,8,730.9963109566909
Texas,10,167894.17656036277
Texas,10,3688.3171074545153
Texas,11,19246.955464791456
Texas,6,373.7725506696856
Texas,17,449.77109096314047
Texas,8,63039.79959875777
Texas,10,7712.333348790214
Texas,8,23224.036937837966
Texas,12,4037.893205242203
Texas,9,3335.2865312054955
Texas,6,17873.805253223498
Texas,10,43655.69171005832
Texas,11,2072.8308324238046
Texas,12,15476.708721128822
Texas,10,2289.5155709619116
Texas,17,54292.831420775176
Texas,13,28176.459313042902
Texas,10,61869.373530415134
Texas,7,960.5251550070753
Texas,13,1793.22721377981
Texas,10,11593.772326131259
Texas,12,782917.6554064254
Texas,16,500.3457994770628
Texas,6,18143.793293834082
Texas,6,132215.8604966987
Texas,5,40344.38103175106
Texas,14,81152.52562400859
Texas,6,73501.72210712175
Texas,7,18463.69321144283
Texas,9,5649.127797776057
Texas,8,13233448.533777447
Texas,8,26101.41107306097
Texas,7,1798.68970196908
Texas,10,20383.826777190323
Texas,10,1895158.7217464366
Texas,16,6304.415984457738
Texas,14,1448.232004216481
Texas,13,18134.374902188552
Texas,12,39309.29713415845
Texas,11,7287.396611430287
Texas,4,165854.90333720128
Texas,9,725100.8755726686
Texas,11,3646.3816917779563
Texas,10,12369.763381722218
Texas,10,268028.9533101802
Texas,6,14429.63742159768
Texas,10,1763.8244789301102
Texas,12,4600.7976969219735
Texas,10,5080.074347881481
Texas,12,3074.4739705559477
Texas,4,5244.4512272770135
Texas,8,69617.65293873349
Texas,8,151004.54435475782
Texas,8,3020.5932516826365
Texas,14,5633.898212140238
Texas,12,28058.31274028756
Texas,8,126158.60121937354
Texas,7,9937.611169624166
Texas,5,28890.240790567343
Texas,13,19600.652239967647
Texas,8,172977.45773850704
Texas,5,6797.898948119278
Texas,4,528976.0738179808
Texas,10,11357.266753613974
Texas,6,16420.91897552452
Texas,8,46107.05015015443
Texas,10,1582.4590139432205
Texas,15,1321.0162549995225
Texas,13,34096.3666414952
Texas,9,3843.413239271083
Texas,14,11735.435341181128
Texas,8,47530.94239101528
Texas,14,234341.80915024845
Texas,7,4265.679704931241
Texas,7,381912.5889512877
Texas,10,43632.11594781456
Texas,11,25661.97862288762
Texas,11,24593.103569957297
Texas,13,85739.29999870442
Texas,9,6100.562315109245
Texas,9,19482.705688627455
Texas,6,70517.98239483759
Texas,11,342.9883303507527
Texas,9,3896.463749122349
Texas,5,61457.52592604382
Texas,13,46411.26139917777
Texas,4,6613.772353103362
Texas,9,15363.253433167023
Texas,7,3785.1927857667506
Texas,14,259346.32124788885
Texas,9,6444.657253625309
Texas,12,98313.6081990464
Texas,9,1806.8299613228548
Texas,7,4669.409917082168
Texas,17,62344.26825231215
Texas,14,3320082.0594922933
Texas,11,21568.92054709518
Texas,10,3526.939736021687
Texas,6,57832.30428416702
Texas,12,1229.3692710713915
Texas,14,26591.99371254969
Texas,13,24788.959589728536
Texas,15,940467.1857804199
Texas,7,313403.32531231834
Texas,9,147556.03156113398
Texas,12,332444.5748920876
Texas,4,364.59162593692645
Texas,10,33768.64563977642
Texas,3,8866.77145416101
Texas,16,220331.5009432559
Texas,4,1636.639924479105
Texas,9,97.92301910676053
Texas,8,1255.2241662686781
Texas,14,7201.532153942404
Texas,17,11482.299200601725
Texas,7,103145.0530865431
Texas,10,4479.068166198077
Texas,14,65032.60181765128
Texas,6,527.2781230027841
Texas,11,6454.203639539705
Texas,10,64654.87104244019
Texas,8,72511.77912578042
Texas,16,5333.93468326538
Texas,16,83812.92507099138
Texas,7,115757.5595583123
Texas,7,225129.34853532634
Texas,11,2482.3508957596064
Texas,8,52747.32738433154
Texas,3,118981.63037233136
Texas,6,5391.653268569132
Texas,16,110312.19653369489
Texas,9,115530.0685535812
Texas,6,50428.18955901615
Texas,11,3610228.8296260294
Texas,12,95468.73521961951
Texas,7,40984.11484107988
Texas,7,2036950.5207724164
Texas,6,15161.080609954262
Texas,9,223863.63599945634
Texas,13,17346.05392499912
Texas,8,15347.51309305922
Texas,9,3047.735538845624
Texas,10,4746.655467579935
Texas,12,4751.465030829421
Texas,5,346105.83567158075
Texas,6,16932.61877376319
Texas,10,1687.252513051172
Texas,12,79423.91908170187
Texas,13,1225.3200602042382
Texas,12,5088.7509697201085
Texas,13,117717.49936178178
Texas,17,6537.135497377218
Texas,12,7346.179970202972
Texas,7,73271.7101599668
Texas,11,870831.9312405473
Texas,18,524599.076191964
Texas,9,1944.747870052548
Texas,8,25802.215474156594
Texas,6,4377.601925693564
Texas,19,2041.9048391277233
Texas,6,5246.183006232415
Texas,12,87000.62158317676
Texas,11,5735.890942692677
Texas,9,32033.46460955386
Texas,8,3168.889534382026
Texas,13,21740.47383434274
Texas,10,5688768.833708819
Texas,11,5609.644293700993
Texas,14,61505.80680111788
Texas,8,13038.876490569126
Texas,12,76363.69975043718
Texas,8,8312.706759048217
Texas,5,92686.57780518814
Texas,8,35268.863173305646
Texas,13,25338.26879896344
Texas,8,2615067.6835712306
Texas,12,34379.62863817946
Texas,10,36058.2837675008
Texas,13,2021.9850428647485
Texas,12,1496498.1401492024
Texas,11,3486.5264361613204
Texas,5,33765.14631980402
Texas,16,42417.797820410284
Texas,11,1752.4198994609237
Texas,13,951596.8505931364
Texas,11,660.9387704970887
Texas,9,40879.024144872616
Texas,3,12897.703004651667
Texas,5,95659.52653895377
Texas,11,3722.1888919383173
Texas,9,3777.9466762576153
Texas,14,18493.05430351473
Texas,6,85585.4073583375
Texas,17,21886.559480139465
Texas,7,4875.740385847833
Texas,6,4825.000990488227
Texas,9,5405.816501776115
Texas,11,14712.222742012122
Texas,5,24522.853897263052
Texas,14,1801.4528674935432
Texas,7,2064.4847258498794
Texas,11,2221.2243978913475
Texas,12,718.4692446720148
Texas,7,8407.096095817842
Texas,9,175128.84435544227
Texas,9,272617.4443090017
Texas,8,9239.307374219808
Texas,13,35194.54437973569
Texas,13,6895.503850957089
Texas,8,198403.59447044547
Texas,5,63113.47847612672
Texas,10,3968.0214372029754
Texas,8,798.606837432956
Texas,6,68929.85546267434
Texas,11,8728.81544026508
Texas,7,388187.2574234485
Texas,7,180540.41377693065
Texas,9,3350.4517601569573
Texas,9,4065.4356018551284
Texas,10,8724.841695507546
Texas,11,193227.69477451922
Texas,7,812.98629683799
Texas,17,20239.453130533715
Texas,14,1449097.0321642521
Texas,7,79467.52927520772
Texas,6,55972.69996886816
Texas,8,1120.4928525249352
Texas,11,324.0124696131526
Texas,11,3591.115536474217
Texas,15,818.9814989567468
Texas,11,1807.218089262052
Texas,10,38763.16348920921
Texas,6,1434.4370101044792
Texas,12,158424.21479436438
Texas,13,7137.778733624305
Texas,9,938834.2560267121
Texas,14,20451.20886831531
Texas,16,129225.49271930518
Texas,10,10767.90297815491
Texas,9,139603.42735084952
Texas,8,6093.793401379707
Texas,10,18582.864671672865
Texas,10,44337.66644054514
Texas,9,6542.587949138969
Texas,8,36410.8076759011
Texas,17,1757.5651183321843
Texas,11,2746.5890427623
Texas,8,10898.080581843476
Texas,13,1543069.939533822
Texas,6,179.9121756235198
Texas,7,334532.49152065517
Texas,9,115730.31811175634
Texas,9,74215.14847517607
Texas,11,10987.289672967232
Texas,10,42199.04580250462
Texas,9,43235.79433991756
Texas,17,2734.963632143196
Texas,13,938.8931054676355
Texas,11,23674.852720624946
Texas,7,127485.93474925346
Texas,10,12695.100127342606
Texas,10,6235.3854122076245
Texas,11,13168.609998569184
Texas,11,675.6188431141254
Texas,7,180656.98345072186
Texas,14,480.0324569637124
Texas,12,149473.5821975029
Texas,12,9799.53404781676
Texas,9,52498.04155217985
Texas,7,33054.154445584805
Texas,8,47041.8806625455
Texas,14,1596.11984847682
Texas,7,21452012.686045866
Texas,12,1529.7624650818002
Texas,13,14529.893011456452
Texas,11,4744.231079433309
Texas,7,106916.97723200766
Texas,11,16430.099687863156
Texas,9,16055.089185842322
Texas,9,3044.673359647519
Texas,4,1553824.882423302
Texas,10,1924.909705188856
Texas,3,14320.638143053631
Texas,10,167973.1230967459
Texas,13,187266.52083694047
Texas,17,401465.75984411675
Texas,8,10381.868525337835
Texas,7,198074.75895800054
Texas,9,3494.4946479614264
Texas,12,20194.954535770004
Texas,7,36197.33431496519
Texas,6,68576.62592743718
Texas,9,11582.798195257597
Texas,11,148510.4939069745
Texas,10,40121.2856775224
Texas,15,27492.703345684484
Texas,11,929.4915514706315
Texas,10,74717.37747111218
Texas,13,65803.12601624956
Texas,11,1554.4850310904292
Texas,6,244346.5404610434
Texas,14,136046.05210872664
Texas,7,33036.84857831635
Texas,7,21200.389313967087
Texas,11,23728.421173971106
Texas,10,9970.386646865203
Texas,4,70713.4189679054
Texas,11,71074.35340133798
Texas,10,4444.220750785295
Texas,15,1320.0211792143236
Texas,15,27034.568881822015
Texas,10,1802405.9331014217
Texas,5,6146.749238952232
Texas,12,336.91760696534504
Texas,5,171020.47944728794
Texas,7,8744.20935073846
Texas,8,6111.000757622083
Texas,7,20767.04663296965
Texas,10,715378.5197277028
Texas,7,20312.825793568216
Texas,5,910.699028313633
Texas,11,235499.65160106382
Texas,9,9836.246161146844
Texas,8,19017.890017379348
Texas,1,351784.82351485896
Texas,13,599285.6334746119
Texas,15,49617.88468924703
Texas,10,116.19157386927988
Texas,12,131716.19970879282
Texas,14,5349.956540439285
Texas,13,6691.743615399688
Texas,15,105640.74467430341
Texas,11,87528.57078219528
Texas,8,71000.55726663556
Texas,7,12960.62908248842
Texas,13,87400.90368234528
Texas,15,8724.739732690005
Texas,8,6477.265319439421
Texas,10,236833.2967289855
Texas,7,9661.203325613733
Texas,9,19741.732760860203
Texas,9,375277.07917056064
Texas,5,1909.9776303517892
Texas,11,9533.12659297422
Texas,10,47607.272724882794
Texas,11,25182.83137285169
Texas,14,204236.59396329432
Texas,6,58877.333931570414
Texas,6,87087.5106734568
Texas,14,30256.816874388103
Texas,8,1676530.5411103168
Texas,9,1181.6560144566818
Texas,7,17512.139385268
Texas,8,103664.89914884814
Texas,12,1714.023105230966
Texas,12,325312.6925520149
Texas,5,1103.6926428064965
Texas,12,6919.80195793613
Texas,12,29207.589238758497
Texas,18,42.93454527067122
Texas,9,9985.925785471192
Texas,9,16273.845328611002
Texas,5,42509.12920564406
Texas,10,445.2810210573834
Texas,9,13856.462033361353
Texas,7,10576.435179680004
Texas,11,29110.69253460318
Texas,14,31962.032786096064
Texas,12,28800.463948180462
Texas,12,37233.288115776544
Texas,6,18898.538936453388
Texas,12,3622.36494342633
Texas,9,3467.350810493117
Texas,9,63662.70786500912
Texas,13,11539.010135913408
Texas,8,1647.8686397118947
Texas,5,67660.48376330278
Texas,10,35259.650970857736
Texas,7,21599.77258798786
Texas,11,362.470847724163
Texas,10,240686.95994820955
Texas,10,36614.02292374793
Texas,10,5046.232229773311
Texas,15,405490.3960068605
Texas,9,1174.7264197753304
Texas,9,4194.820365531824
Texas,7,10921.238382703195
Texas,6,428077.22264616156
Texas,5,17765.461391419776
Texas,8,530.2266611332994
Texas,16,8122.697736892937
Texas,7,5325.954974008585
Texas,17,76146.39594620188
Texas,9,26448.613952540134
Texas,8,221907.4554104168
Texas,9,14247.578728500235
Texas,10,161866.42624890897
Texas,10,7661.422879742282
Texas,10,2476.1853229851454
Texas,8,566.9596688119947
Texas,11,73326.28660235433
Texas,10,8674.628799888884
Texas,15,4040.283589861879
Texas,10,23290.92932204722
Texas,10,2048.9901512343185
Texas,12,512.1788877035466
Texas,11,81251.64445867637
Texas,17,38935.01738169894
Texas,14,594203.4428140519
Texas,8,4513.077418753289
Texas,7,3451.1547604138823
Texas,12,53685.77628197768
Texas,11,14922.697856443008
Texas,7,19498.001259928118
Texas,11,76472.09446706052
Texas,11,37446.20473606451
Texas,7,2116.4369744794
Texas,15,3450.6063173725292
Texas,3,119160.41835345446
Texas,12,241016.78542591116
Texas,7,67131.66441101138
Texas,12,112887.9778420563
Texas,11,54768.31510107533
Texas,8,81575.30452457862
Texas,10,34945.18372842176
Texas,13,7893.011436985466
Texas,13,36549.407102542675
Texas,9,23533.45356323475
Texas,12,6270.979380028151
Texas,12,4402.843267673923
Texas,6,584355.1561465303
Texas,10,15273.826235659784
Texas,14,4958.077644419556
Texas,14,42967.67779406579
Texas,5,22286.311089366976
Texas,9,9178.54769689398
Texas,9,6772.117253368174
Texas,15,8634.875970429683
Texas,7,179272.53813612377
Texas,5,610932.0998785151
Texas,10,3887.2104397286366
Texas,7,451948.2313088486
Texas,9,9347.977059731487
Texas,11,11874.489726586768
Texas,6,16896.13340734202
Texas,8,374.87681845172716
Texas,10,1877.7378987491782
Texas,16,19078.954697723853
Texas,15,1125120.8140256598
Texas,12,26577.629417818207
Texas,15,280.62898049170184
Texas,12,3032.06834991639
Texas,4,17927.280796192877
Texas,11,413257.06946871977
Texas,7,236507.73937751772
Texas,13,117440.57039801884
Texas,12,6994.4789995519
Texas,14,25876.102057017313
Texas,14,23257.221391320618
Texas,13,64691.31914366892
Texas,14,15078.952988729729
Texas,10,4662.420458899945
Texas,15,2340.967315443326
Texas,11,9328.021994136725
Texas,9,107510.41007444539
Texas,16,17280.166905989427
Texas,14,38418.376134560196
Texas,10,53933.27641054731
Texas,9,7726.996778000075
Texas,12,2220.190438477352
Texas,4,4588.586177742638
Texas,12,8751.278652365247
Texas,20,5250.626121143238
Texas,17,6459.339211617629
Texas,15,3995.215190168254
Texas,9,83272.50298578614
Texas,10,12222.923349848788
Texas,8,289917.7914738148
Texas,14,8568.574244841004
Texas,10,6547.897459268756
Texas,7,52536.62806592294
Texas,6,2268.206754476293
Texas,10,24529.417682036797
Texas,9,103697.05980380489
Texas,10,25434.80586567173
Texas,15,9430.275763464231
Texas,13,99709.38322529045
Texas,11,280760.4868185652
Texas,9,4288.5056360398285
Texas,9,522243.45765285124
Texas,9,237335.5931136967
Texas,13,1731302.1909419433
Texas,10,66490.09638580392
Texas,7,6348.952283516166
Texas,11,19531.95006400876
Texas,14,1551.6032798529752
Texas,10,3163.7832159539407
Texas,6,454422.9337816992
Texas,9,41128.014469116984
Texas,9,94711.76897412006
Texas,16,11142.087043452208
Texas,4,1567577.7915866126
Texas,9,1756.8856596544076
Texas,4,332487.3625226642
Texas,8,2808.703667037677
